등록유형,조달구분,공고시스템명,계약구분,계약일자,계약번호,계약변경차수,물품순번,부물품순번,최종계약여부,수요기관명,수요기관코드,수요기관구분,수요기관지역명,계약건명(품명),계약법구분,조항호코드,조항호명,계약방법,물품분류번호,품명,세부물품분류번호,세부품명,물품식별번호,품목,계약승인일자,단위,수량,증감수량,금액(USD),실통화금액,실통화금액코드명,실통화금액국가명,계약수량,계약금액(USD),USD환율(BASIC),USD환율(TTS),실통화계약금액,통화국코드,통화국가명,업체명,업체사업자등록번호,업체기업구분명,외자공급업체,외자제작업체,인도조건,HSK번호,원산지,최초계약금액(USD),조달요청번호,입찰공고번호,입찰공고차수,낙찰자결정방법,장기계속계약여부,장기계약차수
나라장터(G2B),중앙조달,,총액계약,20210311,00210085,00,1,0,Y,(재)울산테크노파크,Z008198,기타기관,울산광역시 중구,마네킹,지방계약법,,,일반경쟁,56131504,전신모형,5613150401,마네킹,20292429,마네킹,20210311,SET,1,1,99074,99074,USD,미국,1,99074,1140.7,1151.8,99074,USD,미국,주식회사 자트,1448112955,중소기업,Humanetics Innovative Solutions Inc.,Humanetics Innovative Solutions Inc.,지정장소 운송인 인도(FCA),9618009000,미국,99074,21RD0005,20210116303,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210317,00210086,00,1,0,Y,한국재료연구원,B554384,기타공공기관,경상남도 창원시 성산구,크리프시험기,국가계약법,,,일반경쟁,41114606,크리프시험기,4111460601,크리프시험기,20196636,크리프시험기,20210317,EA,15,15,664620,664620,USD,미국,15,664620,1132.5,1143.5,664620,USD,미국,주식회사 에이스텍,6098142766,중소기업,APPLIED TEST SYSTEMS,APPLIED TEST SYSTEMS,지정장소 운송인 인도(FCA),9024801020,미국,664620,20RD0171,20210124316,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210309,00210087,00,1,0,Y,농촌진흥청 국립식량과학원,1390803,국가기관,전라북도 완주군,원소분석기,국가계약법,,,일반경쟁,41113041,원소분석기,4111304101,원소분석기,23719845,"원소분석기, Elementar analysensysteme, DE/rapid MAX N exceed",20210309,SET,1,1,69159.67,58360,EUR,유로,1,69159.67,1131.3,1142.3,58360,EUR,유로,이에이코리아 주식회사,1638101065,중소기업,Elementar Analysensysteme GmbH,Elementar Analysensysteme GmbH,지정장소 운송인 인도(FCA),9027801000,독일,69159.67,21GA0062,20210200360,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210312,00210088,00,1,0,Y,울산광역시 보건환경연구원,6310147,지자체,울산광역시 남구,위상차현미경,지방계약법,,,일반경쟁,41111749,위상차현미경,4111174901,위상차현미경,21666650,"위상차현미경, Carl zeiss, DE/Axio Imager A2",20210312,SYSTEM,1,1,53184.98,44380,EUR,유로,1,53184.98,1137.3,1148.4,44380,EUR,유로,환은바이오텍,6076272545,중소기업,Carl Zeiss Microscopy GmbH,Carl Zeiss Microscopy GmbH,지정장소 운송인 인도(FCA),9011804000,독일,53184.98,21GA0029,20210203696,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210312,00210089,00,1,0,Y,농촌진흥청 국립농업과학원,1390802,국가기관,전라북도 완주군,기타가스분석기,국가계약법,,,일반경쟁,41113118,다중가스검출기,4111311801,기타가스분석기,23627436,"기타가스분석기, Alpha-mos, FR/Heracles NEO",20210312,SYSTEM,1,1,150200,150200,USD,미국,1,150200,1137.3,1148.4,150200,USD,미국,센텀테크,1091130054,중소기업,Picozene. Inc.,Alpha M.O.S,지정장소 운송인 인도(FCA),9027200000,프랑스,150200,21GA0056,20210206738,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210329,00210090,00,1,0,Y,한국재료연구원,B554384,기타공공기관,경상남도 창원시 성산구,3차원프린터,국가계약법,,,일반경쟁,23261507,3차원프린터,2326150701,3차원프린터,23038575,"3차원프린터, Concept laser, DE/M2 cusing, 250×250×280mm",20210329,SET,1,1,788896.88,669180,EUR,유로,1,788896.88,1131.8,1142.8,669180,EUR,유로,(주)씨테크시스템,1348160260,중소기업,Concept Laser GmbH,Concept Laser GmbH,지정장소 운송인 인도(FCA),8477591000,독일,788896.88,20RD0176,20201234772,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,00,1,0,N,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210311,SYSTEMS,1,1,64000,64000,USD,미국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,Teledyne Advanced Pollution Instrumentation,Teledyne Advanced Pollution Instrumentation,지정장소 운송인 인도(FCA),9027100000,미국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,00,1,1,N,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210311,SYSTEMS,1,1,44000,44000,USD,미국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,"Met One Instruments, Inc","Met One Instruments, Inc",지정장소 운송인 인도(FCA),9027100000,미국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,00,1,2,N,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210311,SYSTEMS,1,1,33444.38,38150000,KRW,대한민국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,"HARIM ENGINEERING,INC.","Harim Engineering,inc.",Delivered to End-User's site(DTE),9027100000,대한민국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,01,1,0,Y,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210610,SYSTEMS,1,0,64000,64000,USD,미국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,Teledyne Advanced Pollution Instrumentation,Teledyne Advanced Pollution Instrumentation,지정장소 운송인 인도(FCA),9027100000,미국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,01,1,1,Y,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210610,SYSTEMS,1,0,44000,44000,USD,미국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,"Met One Instruments, Inc","Met One Instruments, Inc",지정장소 운송인 인도(FCA),9027100000,미국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210091,01,1,2,Y,경기도 안산시,3930000,지자체,경기도 안산시 단원구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210610,SYSTEMS,1,0,33444.38,38150000,KRW,대한민국,3,141444.38,1140.7,1151.8,141444.38,USD,미국,하림엔지니어링(주),2128144269,중소기업,"HARIM ENGINEERING,INC.","Harim Engineering,inc.",Delivered to End-User's site(DTE),9027100000,대한민국,141444.38,21GA0044,20210205006,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210092,00,1,0,Y,한국화학연구원,Z004841,기타공공기관,대전광역시 유성구,엑스선형광분석기,국가계약법,,,일반경쟁,41115401,형광분광분석기,4111540102,엑스선형광분석기,23048768,"엑스선형광분석기, Bruker nano, DE/XTrace",20210311,SYSTEM,1,1,130000,130000,USD,미국,1,130000,1140.7,1151.8,130000,USD,미국,브루커코리아 (주),2208708908,중소기업,Bruker Nano GmbH,Bruker Nano GmbH,지정장소 운송인 인도(FCA),9022191000,독일,130000,20RD0200,20210203364,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210093,00,1,0,Y,전북대학교 산학협력단,C135546,국가기관,전라북도 전주시 덕진구,자화측정기,국가계약법,,,일반경쟁,41101806,자력계,4110180602,자화측정기,22147163,"자화측정기, Lake shore cryotronics, US/7404, Vibrating Sample Magnetometer(VSM)",20210326,SET,1,1,134000,134000,USD,미국,2,150778.35,1134.2,1145.3,150778.35,USD,미국,주식회사 에스크,2148713973,중소기업,"Lake Shore Cryotronics, Inc.",Lake Shore Cryotronics Inc.,지정장소 운송인 인도(FCA),9027801000,미국,150778.35,20RD0201,20201238716,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210093,00,1,1,Y,전북대학교 산학협력단,C135546,국가기관,전라북도 전주시 덕진구,자화측정기,국가계약법,,,일반경쟁,41101806,자력계,4110180602,자화측정기,22147163,"자화측정기, Lake shore cryotronics, US/7404, Vibrating Sample Magnetometer(VSM)",20210326,SET,1,1,16778.35,19030000,KRW,대한민국,2,150778.35,1134.2,1145.3,150778.35,USD,미국,주식회사 에스크,2148713973,중소기업,ASK Corporation,HIWELL TECH,Delivered to End-User's site(DTE),9027801000,대한민국,150778.35,20RD0201,20201238716,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210094,00,1,0,N,한국에너지기술연구원,B551184,기타공공기관,대전광역시 유성구,투과전자현미경,국가계약법,,,일반경쟁,41111721,투과전자현미경(TEM),4111172101,투과전자현미경,23296605,"투과전자현미경, Jeol, JP/JEM-F200, 150000000배",20210311,SET,1,1,1110807.28,120450000,JPY,일본,1,1110807.28,1140.7,1151.8,120450000,JPY,일본,(주)지올코리아,2118601243,중소기업,JEOL LTD.,JEOL LTD.,지정장소 운송인 인도(FCA),9012101090,일본,1110807.28,21PE0001,20210226289,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210311,00210094,01,1,0,Y,한국에너지기술연구원,B551184,기타공공기관,대전광역시 유성구,투과전자현미경,국가계약법,,,일반경쟁,41111721,투과전자현미경(TEM),4111172101,투과전자현미경,23296605,"투과전자현미경, Jeol, JP/JEM-F200, 150000000배",20210317,SET,1,0,1110807.28,120450000,JPY,일본,1,1110807.28,1140.7,1151.8,120450000,JPY,일본,(주)지올코리아,2118601243,중소기업,JEOL LTD.,JEOL LTD.,지정선적항 본선적재(FOB),9012101090,일본,1110807.28,21PE0001,20210226289,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210312,00210095,00,1,0,Y,부산광역시 보건환경연구원,6260088,지자체,부산광역시 북구,액체크로마토그래피,지방계약법,,,일반경쟁,41115705,액체크로마토그래프,4111570501,액체크로마토그래피,23586704,"액체크로마토그래피, Thermo fisher scientific, US/ICS-6000",20210312,SYSTEM,1,1,82000,82000,USD,미국,1,82000,1137.3,1148.4,82000,USD,미국,써모피셔사이언티픽코리아 주식회사,1178146910,중소기업,Thermo Fisher Scientific Pte Ltd,Thermo Fisher Scientific Inc.,지정장소 운송인 인도(FCA),9027200000,미국,82000,21GA0055,20210207169,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210315,00210096,00,1,0,Y,부산광역시 보건환경연구원,6260088,지자체,부산광역시 북구,질량분석기,지방계약법,,,일반경쟁,41115404,질량분석기,4111540401,질량분석기,22094243,"질량분석기, Waters, US/XEVO TQ-S",20210315,SYSTEM,1,1,256000,256000,USD,미국,1,256000,1130.7,1141.7,256000,USD,미국,유한회사 워터스코리아,1188119944,중소기업,Waters Pacific Pte Ltd,Waters Corporation (U.S.A.),지정장소 운송인 인도(FCA),9027301000,싱가포르,256000,21GA0023,20210236167,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210317,00210097,00,1,0,Y,울산광역시 보건환경연구원,6310147,지자체,울산광역시 남구,질량분석기,지방계약법,,,일반경쟁,41115404,질량분석기,4111540401,질량분석기,22980756,"질량분석기, Agilent technologies, US/5977B",20210317,SYSTEM,1,1,129220,129220,USD,미국,1,129220,1132.5,1143.5,129220,USD,미국,한국애질런트테크놀로지스(주),1168176217,중소기업,Agilent Technologies Singapore(Sales) Pte Ltd.,Agilent Technologies Singapore (International) Pte. Ltd.,지정장소 운송인 인도(FCA),9027301000,미국,129220,21GA0031,20210236456,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,00,1,0,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210326,SYSTEM,1,1,567948.86,62000000,JPY,일본,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,IMV CORPORATION,IMV CORPORATION,지정목적항 운임.보험료포함인도(CIF),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,00,1,1,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210326,SYSTEM,1,1,72297.65,82000000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,00,1,2,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210326,SYSTEM,1,1,77940.4,88400000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,00,1,3,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210326,SYSTEM,1,1,88873.21,100800000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,"HITACHI-JOHNSON CONTROLS AIR CONDITIONING, INC.",Delivered to End-User's site(DTE),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,01,1,0,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210913,SYSTEM,1,0,567948.86,62000000,JPY,일본,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,IMV CORPORATION,IMV CORPORATION,지정목적항 운임.보험료포함인도(CIF),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,01,1,1,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210913,SYSTEM,1,0,72297.65,82000000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,01,1,2,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210913,SYSTEM,1,0,77940.4,88400000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,01,1,3,N,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20210913,SYSTEM,1,0,88873.21,100800000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,"HITACHI-JOHNSON CONTROLS AIR CONDITIONING, INC.",Delivered to End-User's site(DTE),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,02,1,0,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20211229,SYSTEM,1,0,567948.86,62000000,JPY,일본,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,IMV CORPORATION,IMV CORPORATION,지정목적항 운임.보험료포함인도(CIF),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,02,1,1,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20211229,SYSTEM,1,0,72297.65,82000000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210099,00,1,1,Y,전라남도 나주시 하수도사업소,4830113,지자체,전라남도 나주시,총유기탄소분석기,지방계약법,,,일반경쟁,41113315,유기탄소측정기,4111331501,총유기탄소분석기,21249553,"총유기탄소분석기, Elementar analysensysteme, DE/Vario TOC cube",20210316,SET,2,2,18751.65,21300000,KRW,대한민국,4,103742.02,1135.9,1147,103742.02,USD,미국,이에이코리아 주식회사,1638101065,중소기업,"EA Korea Co., Ltd",HP,Delivered to End-User's site(DTE),9027801000,대한민국,103742.02,20GA1112,20210229120,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,02,1,2,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20211229,SYSTEM,1,0,77940.4,88400000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,SEM,Delivered to End-User's site(DTE),9024809090,대한민국,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210326,00210098,02,1,3,Y,재단법인경북하이브리드부품연구원,Z014661,기타기관,경상북도 영천시,진동시험기,지방계약법,,,일반경쟁,41114624,진동성검사기,4111462401,진동시험기,20466357,"진동시험기, 수요기관규격",20211229,SYSTEM,1,0,88873.21,100800000,KRW,대한민국,4,807060.12,1134.2,1145.3,807060.12,USD,미국,에이비씨엠티에스주식회사,2148774140,중소기업,ABCMTS INC.,"HITACHI-JOHNSON CONTROLS AIR CONDITIONING, INC.",Delivered to End-User's site(DTE),9024809090,일본,807060.12,20RD0155,20201241852,00,[규격동시]규격가격 동시 입찰,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210099,00,1,0,Y,전라남도 나주시 하수도사업소,4830113,지자체,전라남도 나주시,총유기탄소분석기,지방계약법,,,일반경쟁,41113315,유기탄소측정기,4111331501,총유기탄소분석기,21249553,"총유기탄소분석기, Elementar analysensysteme, DE/Vario TOC cube",20210316,SET,2,2,84990.37,71265,EUR,유로,4,103742.02,1135.9,1147,103742.02,USD,미국,이에이코리아 주식회사,1638101065,중소기업,Elementar Analysensysteme GmbH,Elementar Analysensysteme GmbH,지정장소 운송인 인도(FCA),9027801000,독일,103742.02,20GA1112,20210229120,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210319,00210100,00,1,0,Y,환경부 국립환경과학원,1480523,국가기관,인천광역시 서구,기타수질분석기,국가계약법,,,일반경쟁,41113319,수질분석기,4111331901,기타수질분석기,20737692,"기타수질분석기, Westco, US/Smartchem, Discrete analyzer",20210319,SET,1,1,78053.24,65500,EUR,유로,1,78053.24,1123.7,1134.7,65500,EUR,유로,(주) 이앤씨테크놀로지,1138613936,중소기업,AMS Srl,AMS Srl,지정장소 운송인 인도(FCA),9027802090,이탈리아,78053.24,21GA0033,20210122891,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210101,00,1,0,Y,충청북도 보건환경연구원,6430067,지자체,충청북도 청주시 흥덕구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210316,SYSTEM,1,1,60500,60500,USD,미국,3,239807.37,1135.9,1147,239807.37,USD,미국,하림엔지니어링(주),2128144269,중소기업,Teledyne Advanced Pollution Instrumentation,Teledyne Advanced Pollution Instrumentation,지정장소 운송인 인도(FCA),9027100000,미국,239807.37,21GA0098,20210216954,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210101,00,1,1,Y,충청북도 보건환경연구원,6430067,지자체,충청북도 청주시 흥덕구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210316,SYSTEM,1,1,143600,143600,USD,미국,3,239807.37,1135.9,1147,239807.37,USD,미국,하림엔지니어링(주),2128144269,중소기업,"Met One Instruments, Inc","Met One Instruments, Inc",지정장소 운송인 인도(FCA),9027100000,미국,239807.37,21GA0098,20210216954,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210101,00,1,2,Y,충청북도 보건환경연구원,6430067,지자체,충청북도 청주시 흥덕구,대기오염측정기,지방계약법,,,일반경쟁,41113199,대기오염측정기,4111319901,대기오염측정기,20201696,"대기오염측정기, 하림엔지니어링, SO₂ , NOx, CO, O₃, 분진, 기상",20210316,SYSTEM,1,1,35707.37,40560000,KRW,대한민국,3,239807.37,1135.9,1147,239807.37,USD,미국,하림엔지니어링(주),2128144269,중소기업,"HARIM ENGINEERING,INC.","Harim Engineering,inc.",Delivered to End-User's site(DTE),9027100000,대한민국,239807.37,21GA0098,20210216954,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210102,00,1,0,Y,환경부 국립환경과학원,1480523,국가기관,인천광역시 서구,총질소총인자동측정기,국가계약법,,,일반경쟁,41113319,수질분석기,4111331901,기타수질분석기,20731748,"기타수질분석기, Alliance, FR/Integral Futura Plus, 수질자동분석기",20210316,SET,1,1,77518.75,65000,EUR,유로,1,77518.75,1135.9,1147,65000,EUR,유로,(주) 이앤씨테크놀로지,1138613936,중소기업,AMS Srl,AMS Srl,지정장소 운송인 인도(FCA),9027802090,이탈리아,77518.75,21GA0032,20210120734,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210316,00210103,00,1,0,Y,강원도 강릉시 상하수도사업소,4200310,지자체,강원도 강릉시,총유기탄소분석기,지방계약법,,,일반경쟁,41113315,유기탄소측정기,4111331501,총유기탄소분석기,20713557,"총유기탄소분석기, Analytik jena, DE/multi N/C 3100",20210316,SET,1,1,49969.78,41900,EUR,유로,1,49969.78,1135.9,1147,41900,EUR,유로,어날리틱예나코리아 유한회사,2328700011,중소기업,Analytik Jena GmbH,Analytik Jena GmbH,지정장소 운송인 인도(FCA),9027801000,독일,49969.78,20GA1109,20201233009,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210329,00210104,00,1,0,Y,충남테크노파크,Z001330,기타기관,충청남도 천안시 서북구,이온주입기,지방계약법,,,일반경쟁,23211106,이온주입기,,,,,20210329,SET,1,1,4281077.93,470000000,JPY,일본,1,4281077.93,1131.8,1142.8,470000000,JPY,일본,"NISSIN ION EQUIPMENT CO.,LTD",F000000759,중소기업,"NISSIN ION EQUIPMENT CO.,LTD.","NISSIN ION EQUIPMENT CO.,LTD.",지정선적항 본선적재(FOB),8543110000,일본,4281077.93,20RD0152,20201216269,00,[일반/지명]규격적합자 중 최저가,,
나라장터(G2B),중앙조달,,총액계약,20210317,00210105,00,1,0,Y,한국건설생활환경시험연구원,Z024375,기타기관,서울특별시 서초구,소음및진동정밀분석시스템,국가계약법,,,일반경쟁,41114569,소음및진동정밀분석시스템,4111456901,소음및진동정밀분석시스템,20431401,"소음및진동정밀분석시스템, 기타물품포함, 수요기관규격",20210317,SYSTEMS,1,1,4020000,4020000,USD,미국,2,5050905.08,1132.5,1143.5,5050905.08,USD,미국,엠티에스코리아(주),1208127786,중소기업,MTS Systems Corporation,MTS Systems Corporation,지정선적항 본선적재(FOB),9031809099,미국,5050905.08,20RD0146,20210110133,00,[협상]협상에 의한 계약,,
